date,open,high,low,close,volume
2020-11-03 16:06:00+00:00,260.8,260.8,260.8,260.8,988
2020-11-03 16:05:00+00:00,260.8,260.8,260.8,260.8,555
2020-11-03 16:01:00+00:00,260.8,260.8,260.8,260.8,6914
2020-11-03 16:00:00+00:00,260.95,261.06,260.24,260.8,8984
2020-11-03 15:59:00+00:00,260.93,261.22,260.76,260.92,5628
2020-11-03 15:58:00+00:00,260.94,261.1,260.77,260.93,1902
2020-11-03 15:57:00+00:00,261.02,261.08,260.425,261.005,2750
2020-11-03 15:56:00+00:00,261.71,261.75,260.98,260.98,3900
2020-11-03 15:55:00+00:00,261.5,261.865,261.5,261.865,1217
2020-11-03 15:54:00+00:00,260.67,261.37,260.67,261.37,2446
2020-11-03 15:53:00+00:00,260.46,260.9,260.46,260.79,843
2020-11-03 15:52:00+00:00,260.28,260.77,260.28,260.77,1793
2020-11-03 15:51:00+00:00,260.69,260.69,259.84,260.18,1575
2020-11-03 15:50:00+00:00,260.95,261.13,260.93,260.93,1528
2020-11-03 15:49:00+00:00,260.93,260.93,260.64,260.64,976
2020-11-03 15:48:00+00:00,260.885,260.885,260.51,260.725,1600
2020-11-03 15:47:00+00:00,260.98,261.13,260.98,261.05,1275
2020-11-03 15:46:00+00:00,261.205,261.5,261.19,261.19,2260
2020-11-03 15:45:00+00:00,261.27,261.27,261.11,261.255,1219
2020-11-03 15:44:00+00:00,261.16,261.26,261.12,261.24,1591
2020-11-03 15:43:00+00:00,261.36,261.3725,261.15,261.16,2448
2020-11-03 15:42:00+00:00,261.58,261.64,261.43,261.43,1761
2020-11-03 15:41:00+00:00,261.05,261.65,261.05,261.65,3819
2020-11-03 15:40:00+00:00,261.19,261.19,261.19,261.19,625
2020-11-03 15:39:00+00:00,261.31,261.31,261.1,261.1,785
2020-11-03 15:38:00+00:00,261.03,261.04,260.91,260.995,1343
2020-11-03 15:37:00+00:00,260.925,260.925,260.81,260.86,1147
2020-11-03 15:36:00+00:00,260.87,260.96,260.815,260.96,1917
2020-11-03 15:35:00+00:00,260.41,260.99,260.41,260.99,1037
2020-11-03 15:34:00+00:00,260.37,260.58,260.365,260.37,1568
2020-11-03 15:33:00+00:00,260.57,260.57,260.18,260.18,350
2020-11-03 15:32:00+00:00,260.6,260.6,260.25,260.54,1032
2020-11-03 15:31:00+00:00,260.55,260.55,260.31,260.31,938
2020-11-03 15:29:00+00:00,260.58,260.58,260.58,260.58,360
2020-11-03 15:26:00+00:00,260.16,260.16,260.16,260.16,305
2020-11-03 15:25:00+00:00,259.99,260.15,259.725,260.15,508
2020-11-03 15:23:00+00:00,259.975,260.02,259.975,260.02,290
2020-11-03 15:22:00+00:00,260.125,260.125,260.125,260.125,204
2020-11-03 15:21:00+00:00,260.0,260.06,259.58,260.02,5908
2020-11-03 15:20:00+00:00,260.25,260.28,260.25,260.27,2047
2020-11-03 15:19:00+00:00,260.425,260.485,260.14,260.485,4966
2020-11-03 15:18:00+00:00,260.63,260.72,260.24,260.24,2525
2020-11-03 15:17:00+00:00,260.505,260.795,260.505,260.795,759
2020-11-03 15:14:00+00:00,260.75,260.75,260.59,260.59,630
2020-11-03 15:13:00+00:00,261.05,261.285,261.05,261.285,324
2020-11-03 15:12:00+00:00,260.945,261.06,260.94,261.06,540
2020-11-03 15:11:00+00:00,260.37,260.37,260.37,260.37,273
2020-11-03 15:10:00+00:00,260.14,260.14,260.14,260.14,107
2020-11-03 15:09:00+00:00,260.455,260.455,260.12,260.175,907
2020-11-03 15:08:00+00:00,260.36,260.36,260.36,260.36,105
2020-11-03 15:07:00+00:00,260.455,260.455,260.35,260.38,573
2020-11-03 15:06:00+00:00,260.49,260.7,260.345,260.4675,689
2020-11-03 15:05:00+00:00,260.805,260.805,260.78,260.78,411
2020-11-03 15:04:00+00:00,260.66,260.66,260.66,260.66,107
2020-11-03 15:03:00+00:00,260.94,260.955,260.7,260.71,1094
2020-11-03 15:02:00+00:00,260.795,260.795,260.795,260.795,189
2020-11-03 15:01:00+00:00,260.99,261.165,260.71,260.785,1663
2020-11-03 15:00:00+00:00,261.25,261.25,261.195,261.195,350
2020-11-03 14:59:00+00:00,260.955,261.21,260.93,261.21,1472
2020-11-03 14:57:00+00:00,260.915,260.97,260.915,260.97,362
2020-11-03 14:55:00+00:00,260.74,260.935,260.74,260.935,1798
2020-11-03 14:54:00+00:00,260.935,260.935,260.935,260.935,124
2020-11-03 14:52:00+00:00,260.965,260.965,260.965,260.965,350
2020-11-03 14:51:00+00:00,261.215,261.215,260.965,260.965,908
2020-11-03 14:50:00+00:00,261.27,261.27,261.27,261.27,675
2020-11-03 14:49:00+00:00,260.87,261.2,260.87,261.08,485
2020-11-03 14:48:00+00:00,260.99,260.99,260.985,260.985,220
2020-11-03 14:46:00+00:00,260.98,260.98,260.98,260.98,255
2020-11-03 14:45:00+00:00,261.02,261.02,260.98,260.98,463
2020-11-03 14:44:00+00:00,260.98,260.98,260.91,260.91,348
2020-11-03 14:43:00+00:00,261.05,261.095,260.81,260.98,1265
2020-11-03 14:41:00+00:00,261.19,261.23,261.19,261.23,603
2020-11-03 14:40:00+00:00,261.0,261.0,261.0,261.0,905
2020-11-03 14:38:00+00:00,260.995,260.995,260.995,260.995,154
2020-11-03 14:36:00+00:00,261.33,261.33,261.33,261.33,374
2020-11-03 14:35:00+00:00,260.91,260.975,260.875,260.975,859
2020-11-03 14:34:00+00:00,260.54,260.7625,260.54,260.6225,642
2020-11-03 14:33:00+00:00,260.77,260.77,260.77,260.77,153
2020-11-03 14:32:00+00:00,260.19,260.755,260.19,260.755,921
2020-11-03 14:31:00+00:00,259.97,259.97,259.945,259.945,394
2020-11-03 14:30:00+00:00,259.975,260.11,259.955,260.11,748
2020-11-03 14:29:00+00:00,260.1,260.19,259.96,259.97,666
2020-11-03 14:28:00+00:00,260.58,260.58,260.34,260.34,636
2020-11-03 14:27:00+00:00,260.455,260.605,260.455,260.605,530
2020-11-03 14:26:00+00:00,260.37,260.51,260.37,260.51,339
2020-11-03 14:25:00+00:00,260.37,260.37,260.37,260.37,485
2020-11-03 14:24:00+00:00,260.055,260.055,259.8125,259.875,769
2020-11-03 14:23:00+00:00,260.23,260.23,260.23,260.23,192
2020-11-03 14:22:00+00:00,259.92,260.41,259.92,260.41,652
2020-11-03 14:21:00+00:00,259.7,259.7,259.7,259.7,113
2020-11-03 14:19:00+00:00,259.57,259.745,259.485,259.485,633
2020-11-03 14:18:00+00:00,259.63,259.82,259.63,259.82,1278
2020-11-03 14:17:00+00:00,259.63,259.63,259.63,259.63,210
2020-11-03 14:16:00+00:00,259.785,259.785,259.57,259.71,1037
2020-11-03 14:15:00+00:00,259.7725,259.89,259.67,259.71,1114
2020-11-03 14:14:00+00:00,259.745,259.91,259.745,259.91,662
2020-11-03 14:13:00+00:00,259.8,259.8,259.8,259.8,230
2020-11-03 14:12:00+00:00,259.77,259.77,259.7575,259.7575,597
2020-11-03 14:10:00+00:00,259.61,259.62,259.41,259.62,1185
2020-11-03 14:09:00+00:00,259.57,259.78,259.54,259.775,3576
