date,open,high,low,close,volume
2020-11-03 14:44:00+00:00,109.81,109.9,109.81,109.9,7588
2020-11-03 14:43:00+00:00,109.79,109.86,109.785,109.8,10765
2020-11-03 14:42:00+00:00,109.725,109.785,109.725,109.77,8887
2020-11-03 14:41:00+00:00,109.59,109.72,109.58,109.72,18722
2020-11-03 14:40:00+00:00,109.53,109.58,109.49,109.58,7703
2020-11-03 14:39:00+00:00,109.48,109.53,109.48,109.53,1991
2020-11-03 14:38:00+00:00,109.54,109.61,109.49,109.5,5314
2020-11-03 14:37:00+00:00,109.505,109.539,109.49,109.505,5596
2020-11-03 14:36:00+00:00,109.565,109.6139,109.49,109.49,4573
2020-11-03 14:35:00+00:00,109.52,109.6,109.49,109.58,14418
2020-11-03 14:34:00+00:00,109.48,109.5459,109.45,109.5459,6040
2020-11-03 14:33:00+00:00,109.445,109.49,109.4195,109.49,3643
2020-11-03 14:32:00+00:00,109.36,109.46,109.36,109.45,3727
