date,open,high,low,close,ADJUSTED_CLOSE,volume,dividend,split
2020-09-30,225.27,228.295,224.62,225.99,225.1237,2250157,0.0,1.0
2020-09-29,223.37,225.17,222.31,224.08,223.221,2589025,0.0,1.0
2020-09-28,219.09,223.89,218.3005,222.78,221.926,2587689,0.0,1.0
2020-09-25,213.03,215.065,210.42,214.63,213.8073,3691103,0.0,1.0
2020-09-24,218.87,220.45,213.15,214.42,213.5981,4828701,0.0,1.0
2020-09-23,238.53,239.35,230.37,230.65,229.7659,2688126,0.0,1.0
2020-09-22,234.14,237.07,231.79,236.92,236.0118,1786180,0.0,1.0
2020-09-21,232.84,233.98,230.03,233.91,233.0134,2305943,0.0,1.0
2020-09-18,234.62,238.4,233.43,236.18,235.2747,3676439,0.0,1.0
2020-09-17,237.4,239.09,233.8786,236.82,235.9122,2002494,0.0,1.0
2020-09-16,241.46,244.9,239.17,239.42,238.5022,1800765,0.0,1.0
2020-09-15,240.37,242.8,239.0,240.2,239.2793,1297452,0.0,1.0
2020-09-14,237.6,240.99,236.81,238.83,237.9145,1576394,0.0,1.0
2020-09-11,236.43,237.76,233.2454,234.77,233.8701,1301052,0.0,1.0
2020-09-10,241.0,243.99,232.11,233.65,232.7544,2024101,0.0,1.0
2020-09-09,236.8,241.36,234.81,238.91,237.9942,1670232,0.0,1.0
2020-09-08,231.05,236.0,230.621,232.65,231.7582,2361218,0.0,1.0
2020-09-04,240.17,240.87,231.905,236.07,235.1651,1946413,0.0,1.0
2020-09-03,245.1,246.1438,237.13,238.98,238.0639,2350609,0.0,1.0
2020-09-02,241.9,247.82,240.84,247.18,246.2325,1702838,0.0,1.0
2020-09-01,238.49,240.02,237.2,240.02,239.0999,1914529,0.0,1.0
2020-08-31,243.3,243.535,239.1,239.93,239.0103,2001139,0.0,1.0
2020-08-28,241.97,243.22,240.26,242.99,242.0586,1212222,0.0,1.0
2020-08-27,242.37,242.77,240.0,240.87,239.9467,1295301,0.0,1.0
2020-08-26,238.67,241.2548,238.11,240.45,239.5283,2322181,0.0,1.0
2020-08-25,237.93,238.73,236.71,238.21,237.2969,1501748,0.0,1.0
2020-08-24,238.06,239.36,235.85,237.75,236.8386,1293235,0.0,1.0
2020-08-21,236.86,238.3,235.0003,237.49,236.5796,1976079,0.0,1.0
2020-08-20,233.94,236.95,233.58,236.61,235.703,1279294,0.0,1.0
2020-08-19,233.8,236.5034,233.8,234.63,233.7306,1671516,0.0,1.0
2020-08-18,233.35,234.93,232.58,234.23,233.3321,1475804,0.0,1.0
2020-08-17,231.45,233.77,230.98,232.62,231.7283,1393451,0.0,1.0
2020-08-14,230.57,231.93,229.41,230.25,229.3674,1130457,0.0,1.0
2020-08-13,229.59,232.3784,228.93,231.73,230.8417,1745756,0.0,1.0
2020-08-12,230.3,231.32,229.25,229.75,228.8693,1512854,0.0,1.0
2020-08-11,230.58,232.51,228.16,228.57,227.6938,1757172,0.0,1.0
2020-08-10,229.69,231.26,229.52,230.34,229.457,1315745,0.0,1.0
2020-08-07,229.25,231.87,228.72,231.56,230.6724,1275413,0.0,1.0
2020-08-06,227.68,230.97,227.68,230.89,230.0049,1318042,0.0,1.0
2020-08-05,227.94,229.4,227.46,228.7,227.8233,1155421,0.0,1.0
2020-08-04,226.29,227.78,225.55,227.15,226.2793,1260453,0.0,1.0
2020-08-03,225.0,228.0043,224.46,227.18,226.3092,1631729,0.0,1.0
2020-07-31,223.89,224.95,220.9,224.78,223.9184,1495514,0.0,1.0
2020-07-30,220.81,223.99,219.78,223.98,223.1214,1408580,0.0,1.0
2020-07-29,221.98,225.4,221.93,224.38,223.5199,1474142,0.0,1.0
2020-07-28,223.04,224.76,221.9,222.18,221.3283,1422267,0.0,1.0
2020-07-27,221.5,224.52,220.825,223.32,222.464,1523192,0.0,1.0
2020-07-24,220.21,223.17,220.21,221.44,220.5912,1542280,0.0,1.0
2020-07-23,224.08,225.51,221.37,222.3,221.4479,1444898,0.0,1.0
2020-07-22,222.75,224.74,222.44,224.23,223.3705,1488034,0.0,1.0
2020-07-21,224.9,225.74,222.44,222.75,221.8961,1546138,0.0,1.0
2020-07-20,222.0,224.11,220.11,223.43,222.5735,1371783,0.0,1.0
2020-07-17,219.69,222.64,218.3,221.94,221.0892,2069734,0.0,1.0
2020-07-16,219.78,220.63,218.6,219.11,218.2701,1408354,0.0,1.0
2020-07-15,220.0,222.75,218.46,219.76,218.9176,2193526,0.8,1.0
2020-07-14,214.8,219.37,213.51,219.16,217.528,1747824,0.0,1.0
2020-07-13,221.33,221.87,215.23,215.74,214.1335,2089958,0.0,1.0
2020-07-10,219.0,220.86,217.67,220.26,218.6198,1373649,0.0,1.0
2020-07-09,218.47,220.61,216.23,219.31,217.6769,1756734,0.0,1.0
2020-07-08,217.47,219.15,216.34,218.89,217.26,1750701,0.0,1.0
2020-07-07,216.32,219.87,216.12,216.33,214.7191,1783774,0.0,1.0
2020-07-06,217.76,219.66,216.31,217.55,215.93,1934517,0.0,1.0
2020-07-02,216.57,218.45,214.9,215.72,214.1136,2003413,0.0,1.0
2020-07-01,214.5,216.9,213.88,214.59,212.9921,2125991,0.0,1.0
2020-06-30,212.37,215.64,212.13,214.72,213.1211,3136355,0.0,1.0
2020-06-29,210.15,213.39,210.15,212.72,211.136,2247887,0.0,1.0
2020-06-26,216.78,216.93,211.07,212.47,210.8878,3348420,0.0,1.0
2020-06-25,213.0,217.89,211.5,217.32,215.7017,4689669,0.0,1.0
2020-06-24,205.51,207.4,200.5,201.84,200.337,2752563,0.0,1.0
2020-06-23,205.37,209.68,205.37,207.4,205.8556,2203796,0.0,1.0
2020-06-22,200.8,204.08,199.47,202.6,201.0913,2453578,0.0,1.0
2020-06-19,207.54,208.29,201.52,201.55,200.0492,3710043,0.0,1.0
2020-06-18,201.73,203.17,199.29,202.93,201.4189,2227265,0.0,1.0
2020-06-17,206.03,206.33,203.65,205.2,203.672,1594775,0.0,1.0
2020-06-16,203.36,206.88,202.12,204.4,202.8779,2153965,0.0,1.0
