SYMB,MKT_OPEN,HIGH,LOW,MKT_PRICE,VOLUME,LATEST_TRADING_DAY,PREVIOUS_CLOSE,CHANGE,CHANGE_PERCENT
ABBV,93.135,97.49,92.59,94.5,22705448,2020-11-04,87.96,6.54,7.4352%
