SYMB,MKT_OPEN,HIGH,LOW,MKT_PRICE,VOLUME,LATEST_TRADING_DAY,PREVIOUS_CLOSE,CHANGE,CHANGE_PERCENT
MMM,162.75,165.3,159.9,160.16,2987880,2020-11-04,165.51,-5.35,-3.2324%
