SYMB,MKT_OPEN,HIGH,LOW,MKT_PRICE,VOLUME,LATEST_TRADING_DAY,PREVIOUS_CLOSE,CHANGE,CHANGE_PERCENT
ABT,110.17,114.23,110.105,111.53,7238773,2020-11-04,109.56,1.97,1.7981%
