SYMB,MKT_OPEN,HIGH,LOW,MKT_PRICE,VOLUME,LATEST_TRADING_DAY,PREVIOUS_CLOSE,CHANGE,CHANGE_PERCENT
ACN,225.0,230.9,224.4,227.92,1690339,2020-11-04,225.71,2.21,0.9791%
