SYMB,DATA_OP,HORA_OP,MKT_OPEN,HIGH,LOW,MKT_CLOSE,VOLUME
ABT,2020-11-03,14:49:00,109.705,109.785,109.69,109.785,14974
ABT,2020-11-03,14:48:00,109.725,109.74,109.705,109.705,3419
ABT,2020-11-03,14:47:00,109.74,109.77,109.6885,109.7,8195
ABT,2020-11-03,14:46:00,109.71,109.8,109.71,109.75,5214
ABT,2020-11-03,14:45:00,109.87,109.89,109.71,109.735,8616
ABT,2020-11-03,14:44:00,109.81,109.9,109.81,109.9,7588
ABT,2020-11-03,14:43:00,109.79,109.86,109.785,109.8,10765
ABT,2020-11-03,14:42:00,109.725,109.785,109.725,109.77,8887
ABT,2020-11-03,14:41:00,109.59,109.72,109.58,109.72,18722
ABT,2020-11-03,14:40:00,109.53,109.58,109.49,109.58,7703
ABT,2020-11-03,14:39:00,109.48,109.53,109.48,109.53,1991
ABT,2020-11-03,14:38:00,109.54,109.61,109.49,109.5,5314
ABT,2020-11-03,14:37:00,109.505,109.539,109.49,109.505,5596
ABT,2020-11-03,14:36:00,109.565,109.6139,109.49,109.49,4573
ABT,2020-11-03,14:35:00,109.52,109.6,109.49,109.58,14418
ABT,2020-11-03,14:34:00,109.48,109.5459,109.45,109.5459,6040
ABT,2020-11-03,14:33:00,109.445,109.49,109.4195,109.49,3643
ABT,2020-11-03,14:32:00,109.36,109.46,109.36,109.45,3727
