SYMB,DATA_OP,HORA_OP,MKT_OPEN,HIGH,LOW,MKT_CLOSE,VOLUME
ABMD,2020-11-03,15:33:00,260.57,260.57,260.18,260.18,350
ABMD,2020-11-03,15:32:00,260.6,260.6,260.25,260.54,1032
ABMD,2020-11-03,15:31:00,260.55,260.55,260.31,260.31,938
ABMD,2020-11-03,15:29:00,260.58,260.58,260.58,260.58,360
ABMD,2020-11-03,15:26:00,260.16,260.16,260.16,260.16,305
ABMD,2020-11-03,15:25:00,259.99,260.15,259.725,260.15,508
ABMD,2020-11-03,15:23:00,259.975,260.02,259.975,260.02,290
ABMD,2020-11-03,15:22:00,260.125,260.125,260.125,260.125,204
ABMD,2020-11-03,15:21:00,260.0,260.06,259.58,260.02,5908
ABMD,2020-11-03,15:20:00,260.25,260.28,260.25,260.27,2047
ABMD,2020-11-03,15:19:00,260.425,260.485,260.14,260.485,4966
ABMD,2020-11-03,15:18:00,260.63,260.72,260.24,260.24,2525
ABMD,2020-11-03,15:17:00,260.505,260.795,260.505,260.795,759
ABMD,2020-11-03,15:14:00,260.75,260.75,260.59,260.59,630
ABMD,2020-11-03,15:13:00,261.05,261.285,261.05,261.285,324
ABMD,2020-11-03,15:12:00,260.945,261.06,260.94,261.06,540
ABMD,2020-11-03,15:11:00,260.37,260.37,260.37,260.37,273
ABMD,2020-11-03,15:10:00,260.14,260.14,260.14,260.14,107
ABMD,2020-11-03,15:09:00,260.455,260.455,260.12,260.175,907
ABMD,2020-11-03,15:08:00,260.36,260.36,260.36,260.36,105
ABMD,2020-11-03,15:07:00,260.455,260.455,260.35,260.38,573
ABMD,2020-11-03,15:06:00,260.49,260.7,260.345,260.4675,689
ABMD,2020-11-03,15:05:00,260.805,260.805,260.78,260.78,411
ABMD,2020-11-03,15:04:00,260.66,260.66,260.66,260.66,107
ABMD,2020-11-03,15:03:00,260.94,260.955,260.7,260.71,1094
ABMD,2020-11-03,15:02:00,260.795,260.795,260.795,260.795,189
ABMD,2020-11-03,15:01:00,260.99,261.165,260.71,260.785,1663
ABMD,2020-11-03,15:00:00,261.25,261.25,261.195,261.195,350
ABMD,2020-11-03,14:59:00,260.955,261.21,260.93,261.21,1472
ABMD,2020-11-03,14:57:00,260.915,260.97,260.915,260.97,362
ABMD,2020-11-03,14:55:00,260.74,260.935,260.74,260.935,1798
ABMD,2020-11-03,14:54:00,260.935,260.935,260.935,260.935,124
ABMD,2020-11-03,14:52:00,260.965,260.965,260.965,260.965,350
ABMD,2020-11-03,14:51:00,261.215,261.215,260.965,260.965,908
ABMD,2020-11-03,14:50:00,261.27,261.27,261.27,261.27,675
ABMD,2020-11-03,14:49:00,260.87,261.2,260.87,261.08,485
ABMD,2020-11-03,14:48:00,260.99,260.99,260.985,260.985,220
ABMD,2020-11-03,14:46:00,260.98,260.98,260.98,260.98,255
ABMD,2020-11-03,14:45:00,261.02,261.02,260.98,260.98,463
ABMD,2020-11-03,14:44:00,260.98,260.98,260.91,260.91,348
ABMD,2020-11-03,14:43:00,261.05,261.095,260.81,260.98,1265
ABMD,2020-11-03,14:41:00,261.19,261.23,261.19,261.23,603
ABMD,2020-11-03,14:40:00,261.0,261.0,261.0,261.0,905
ABMD,2020-11-03,14:38:00,260.995,260.995,260.995,260.995,154
ABMD,2020-11-03,14:36:00,261.33,261.33,261.33,261.33,374
ABMD,2020-11-03,14:35:00,260.91,260.975,260.875,260.975,859
ABMD,2020-11-03,14:34:00,260.54,260.7625,260.54,260.6225,642
ABMD,2020-11-03,14:33:00,260.77,260.77,260.77,260.77,153
ABMD,2020-11-03,14:32:00,260.19,260.755,260.19,260.755,921
ABMD,2020-11-03,14:31:00,259.97,259.97,259.945,259.945,394
ABMD,2020-11-03,14:30:00,259.975,260.11,259.955,260.11,748
ABMD,2020-11-03,14:29:00,260.1,260.19,259.96,259.97,666
ABMD,2020-11-03,14:28:00,260.58,260.58,260.34,260.34,636
ABMD,2020-11-03,14:27:00,260.455,260.605,260.455,260.605,530
ABMD,2020-11-03,14:26:00,260.37,260.51,260.37,260.51,339
ABMD,2020-11-03,14:25:00,260.37,260.37,260.37,260.37,485
ABMD,2020-11-03,14:24:00,260.055,260.055,259.8125,259.875,769
ABMD,2020-11-03,14:23:00,260.23,260.23,260.23,260.23,192
ABMD,2020-11-03,14:22:00,259.92,260.41,259.92,260.41,652
ABMD,2020-11-03,14:21:00,259.7,259.7,259.7,259.7,113
ABMD,2020-11-03,14:19:00,259.57,259.745,259.485,259.485,633
ABMD,2020-11-03,14:18:00,259.63,259.82,259.63,259.82,1278
ABMD,2020-11-03,14:17:00,259.63,259.63,259.63,259.63,210
ABMD,2020-11-03,14:16:00,259.785,259.785,259.57,259.71,1037
ABMD,2020-11-03,14:15:00,259.7725,259.89,259.67,259.71,1114
ABMD,2020-11-03,14:14:00,259.745,259.91,259.745,259.91,662
ABMD,2020-11-03,14:13:00,259.8,259.8,259.8,259.8,230
ABMD,2020-11-03,14:12:00,259.77,259.77,259.7575,259.7575,597
ABMD,2020-11-03,14:10:00,259.61,259.62,259.41,259.62,1185
ABMD,2020-11-03,14:09:00,259.57,259.78,259.54,259.775,3576
